10-digit PSGC,Name,Correspondence Code,Geographic Level,Old names,City Class,"Income
Classification","Urban / Rural
(based on 2020 CPH)",2015 Population,,2020 Population,
0102817000,Pasuquin,012817000,Mun,,,3rd,,28980,,29678,
0102817001,Batuli,012817001,Bgy,,,,R,376,,452,
0102817002,Binsang,012817002,Bgy,,,,R,862,,972,
0102817003,Nalvo,012817003,Bgy,Cababaan-Nalvo,,,R,522,,591,
0102817004,Caruan,012817004,Bgy,,,,R,1275,,1429,
0102817005,Carusikis,012817005,Bgy,,,,R,776,,819,
0102817006,Carusipan,012817006,Bgy,,,,R,480,,459,
0102817007,Dadaeman,012817007,Bgy,,,,R,340,,322,
0102817008,Darupidip,012817008,Bgy,,,,R,306,,287,
0102817009,Davila,012817009,Bgy,,,,R,4123,,3989,
0102817010,Dilanis,012817010,Bgy,,,,R,402,,452,
0102817011,Dilavo,012817011,Bgy,,,,R,574,,641,
0102817012,Estancia,012817012,Bgy,,,,R,1024,,1117,
0102817014,Naglicuan,012817014,Bgy,,,,R,1642,,1750,
0102817015,Nagsanga,012817015,Bgy,,,,R,1293,,1335,
0102817016,Ngabangab,012817016,Bgy,,,,R,726,,693,
0102817017,Pangil,012817017,Bgy,,,,R,430,,392,
0102817018,Poblacion 1,012817018,Bgy,,,,R,1175,,1051,
0102817019,Poblacion 2,012817019,Bgy,,,,R,1919,,1821,
0102817020,Poblacion 3,012817020,Bgy,,,,R,1035,,934,
0102817021,Poblacion 4,012817021,Bgy,,,,R,1412,,1471,
0102817022,Pragata,012817022,Bgy,Pragata-Bungro,,,R,520,,606,
0102817023,Puyupuyan,012817023,Bgy,,,,R,798,,871,
0102817024,Sulongan,012817024,Bgy,,,,R,442,,492,
0102817025,Salpad,012817025,Bgy,,,,R,586,,665,
0102817026,San Juan,012817026,Bgy,,,,R,1475,,1605,
0102817027,Santa Catalina,012817027,Bgy,,,,R,917,,847,
0102817028,Santa Matilde,012817028,Bgy,,,,R,406,,421,
0102817029,Sapat,012817029,Bgy,,,,R,62,,69,
0102817030,Sulbec,012817030,Bgy,,,,R,816,,916,
0102817031,Surong,012817031,Bgy,,,,R,334,,340,
0102817032,Susugaen,012817032,Bgy,,,,R,1364,,1319,
0102817033,Tabungao,012817033,Bgy,,,,R,215,,161,
0102817034,Tadao,012817034,Bgy,,,,R,353,,389,
0102818000,Piddig,012818000,Mun,,,3rd,,21497,,22475,
0102818001,Ab-abut,012818001,Bgy,,,,R,412,,462,
0102818002,Abucay,012818002,Bgy,,,,R,1531,,1635,
0102818003,Anao ,012818003,Bgy,,,,R,1233,,1234,
0102818004,Arua-ay,012818004,Bgy,,,,R,381,,382,
0102818005,Bimmanga,012818005,Bgy,,,,R,297,,307,
0102818006,Boyboy,012818006,Bgy,,,,R,1549,,1665,
0102818007,Cabaroan ,012818007,Bgy,,,,R,958,,960,
0102818008,Calambeg,012818008,Bgy,,,,R,1288,,1331,
0102818009,Callusa,012818009,Bgy,,,,R,651,,682,
0102818010,Dupitac,012818010,Bgy,,,,R,712,,765,
0102818011,Estancia,012818011,Bgy,,,,R,1810,,1825,
0102818012,Gayamat,012818012,Bgy,,,,R,597,,644,
0102818013,Lagandit,012818013,Bgy,,,,R,628,,657,
0102818014,Libnaoan,012818014,Bgy,,,,R,616,,688,
0102818015,Loing ,012818015,Bgy,,,,R,1555,,1575,
0102818016,Maab-abaca,012818016,Bgy,,,,R,454,,497,
0102818017,Mangitayag,012818017,Bgy,,,,R,611,,671,
0102818018,Maruaya,012818018,Bgy,,,,R,894,,907,
0102818019,San Antonio,012818019,Bgy,,,,R,700,,706,
0102818020,Santa Maria,012818020,Bgy,,,,R,1491,,1510,
0102818021,Sucsuquen,012818021,Bgy,,,,R,681,,689,
0102818022,Tangaoan,012818022,Bgy,,,,R,1024,,1119,
0102818023,Tonoton,012818023,Bgy,,,,R,1424,,1564,
0102819000,Pinili,012819000,Mun,,,3rd,,17300,,17626,
0102819001,Aglipay,012819001,Bgy,,,,R,607,,653,
0102819002,Apatut-Lubong,012819002,Bgy,,,,R,394,,391,
0102819003,Badio,012819003,Bgy,,,,R,1355,,1398,
0102819004,Barbar,012819004,Bgy,,,,R,622,,738,
0102819005,Buanga,012819005,Bgy,,,,R,421,,457,
0102819006,Bulbulala,012819006,Bgy,,,,R,504,,509,
0102819007,Bungro,012819007,Bgy,,,,R,380,,391,
0102819008,Cabaroan,012819008,Bgy,,,,R,467,,509,
0102819009,Capangdanan,012819009,Bgy,,,,R,755,,760,
0102819010,Dalayap,012819010,Bgy,,,,R,668,,621,
0102819011,Darat,012819011,Bgy,,,,R,1091,,1081,
0102819012,Gulpeng,012819012,Bgy,,,,R,380,,384,
0102819013,Liliputen,012819013,Bgy,,,,R,479,,546,
0102819014,Lumbaan-Bicbica,012819014,Bgy,,,,R,726,,751,
0102819015,Nagtrigoan,012819015,Bgy,,,,R,698,,748,
0102819016,Pagdilao ,012819016,Bgy,,,,R,1236,,1142,
0102819017,Pugaoan,012819017,Bgy,,,,R,559,,608,
0102819018,Puritac,012819018,Bgy,,,,R,562,,574,
0102819019,Sacritan,012819019,Bgy,,,,R,1184,,1243,
0102819020,Salanap,012819020,Bgy,,,,R,478,,488,
0102819021,Santo Tomas,012819021,Bgy,,,,R,721,,722,
0102819022,Tartarabang,012819022,Bgy,,,,R,1098,,1001,
0102819023,Puzol,012819023,Bgy,,,,R,257,,256,
0102819024,Upon,012819024,Bgy,,,,R,577,,586,
0102819025,Valbuena ,012819025,Bgy,,,,R,1081,,1069,
0102820000,San Nicolas,012820000,Mun,,,2nd,,36736,,38895,
0102820001,San Francisco ,012820001,Bgy,,,,U,1599,,1783,
0102820002,San Ildefonso ,012820002,Bgy,,,,R,1470,,1743,
0102820003,San Agustin,012820003,Bgy,,,,U,2249,,2475,
0102820004,San Baltazar ,012820004,Bgy,,,,U,752,,804,
0102820005,San Bartolome ,012820005,Bgy,,,,R,872,,834,
0102820006,San Cayetano ,012820006,Bgy,,,,R,776,,847,
0102820007,San Eugenio ,012820007,Bgy,,,,R,1075,,1021,
0102820008,San Fernando ,012820008,Bgy,,,,R,1086,,1131,
0102820009,San Gregorio ,012820009,Bgy,,,,R,1718,,1987,
0102820010,San Guillermo,012820010,Bgy,,,,U,1777,,1678,
0102820011,San Jose ,012820011,Bgy,,,,R,1130,,1452,
0102820012,San Juan Bautista ,012820012,Bgy,,,,R,3041,,2940,
0102820013,San Lorenzo,012820013,Bgy,,,,R,2277,,2359,
0102820014,San Lucas ,012820014,Bgy,,,,R,1384,,1280,
0102820015,San Marcos,012820015,Bgy,Payas,,,R,2675,,3006,
0102820016,San Miguel ,012820016,Bgy,,,,R,1606,,1699,
0102820017,San Pablo,012820017,Bgy,,,,U,1709,,1769,
0102820018,San Paulo ,012820018,Bgy,,,,R,959,,945,
0102820019,San Pedro,012820019,Bgy,Bingao,,,R,1815,,1969,
0102820020,San Rufino ,012820020,Bgy,,,,R,1145,,1145,
0102820021,San Silvestre ,012820021,Bgy,,,,R,835,,857,
0102820022,Santa Asuncion,012820022,Bgy,Samac,,,R,881,,923,
0102820023,Santa Cecilia,012820023,Bgy,Barabar,,,R,1904,,2043,
0102820024,Santa Monica,012820024,Bgy,Nagrebcan,,,R,2001,,2205,
0102821000,Sarrat,012821000,Mun,,,4th,,25212,,25186,
0102821001,San Agustin ,012821001,Bgy,,,,R,604,,565,
0102821002,San Andres,012821002,Bgy,,,,R,1479,,1503,
0102821003,San Antonio,012821003,Bgy,,,,R,1188,,1194,
0102821004,San Bernabe,012821004,Bgy,,,,R,250,,237,
0102821005,San Cristobal,012821005,Bgy,,,,R,1597,,1668,
0102821006,San Felipe,012821006,Bgy,,,,R,1114,,1113,
0102821007,San Francisco ,012821007,Bgy,,,,R,970,,969,
0102821008,San Isidro,012821008,Bgy,,,,R,1125,,1103,
0102821009,San Joaquin ,012821009,Bgy,,,,U,1399,,1433,
0102821010,San Jose,012821010,Bgy,,,,R,1542,,1598,
0102821011,San Juan,012821011,Bgy,,,,R,784,,772,
0102821012,San Leandro ,012821012,Bgy,,,,R,1328,,1268,
0102821014,San Lorenzo,012821014,Bgy,,,,R,964,,930,
0102821015,San Manuel,012821015,Bgy,,,,R,814,,878,
0102821016,San Marcos,012821016,Bgy,,,,R,1377,,1403,
0102821017,San Nicolas,012821017,Bgy,,,,R,1810,,1747,
0102821018,San Pedro,012821018,Bgy,,,,R,852,,933,
0102821019,San Roque,012821019,Bgy,,,,R,981,,898,
0102821020,San Vicente ,012821020,Bgy,,,,R,940,,933,
0102821021,Santa Barbara ,012821021,Bgy,,,,R,604,,569,
0102821022,Santa Magdalena,012821022,Bgy,,,,R,803,,807,
0102821023,Santa Rosa,012821023,Bgy,,,,R,1013,,973,
0102821024,Santo Santiago,012821024,Bgy,,,,R,725,,775,
0102821025,Santo Tomas,012821025,Bgy,,,,R,949,,917,
0102822000,Solsona,012822000,Mun,,,3rd,,24121,,24851,
0102822001,Aguitap,012822001,Bgy,,,,R,882,,904,
0102822002,Bagbag,012822002,Bgy,,,,R,637,,671,
0102822003,Bagbago,012822003,Bgy,,,,R,1160,,1172,
0102822004,Barcelona,012822004,Bgy,,,,R,1331,,1405,
0102822005,Bubuos,012822005,Bgy,,,,R,811,,842,
0102822006,Capurictan,012822006,Bgy,,,,R,1138,,1154,
0102822007,Catangraran,012822007,Bgy,,,,R,1395,,1399,
0102822008,Darasdas,012822008,Bgy,,,,R,1474,,1480,
0102822009,Juan ,012822009,Bgy,,,,R,2376,,2402,
0102822010,Laureta ,012822010,Bgy,,,,R,1438,,1449,
0102822011,Lipay,012822011,Bgy,,,,R,343,,354,
0102822012,Maananteng,012822012,Bgy,,,,R,1277,,1294,
0102822013,Manalpac,012822013,Bgy,,,,R,2093,,2130,
0102822014,Mariquet,012822014,Bgy,,,,R,1154,,1263,
0102822015,Nagpatpatan,012822015,Bgy,,,,R,702,,710,
0102822016,Nalasin,012822016,Bgy,,,,R,685,,735,
0102822017,Puttao,012822017,Bgy,,,,R,1252,,1301,
0102822018,San Juan,012822018,Bgy,,,,R,550,,564,
0102822019,San Julian,012822019,Bgy,,,,R,269,,279,
0102822020,Santa Ana,012822020,Bgy,,,,R,1208,,1283,
0102822021,Santiago,012822021,Bgy,,,,R,908,,964,
0102822022,Talugtog,012822022,Bgy,,,,R,1038,,1096,
0102823000,Vintar,012823000,Mun,,,1st,,32220,,33339,
0102823001,Abkir,012823001,Bgy,,,,R,1290,,1276,
0102823003,Alsem,012823003,Bgy,,,,R,508,,560,
0102823005,Bago,012823005,Bgy,,,,R,384,,394,
0102823010,Bulbulala,012823010,Bgy,,,,R,1282,,1331,
0102823011,Cabangaran,012823011,Bgy,,,,R,607,,612,
0102823012,Cabayo,012823012,Bgy,,,,R,556,,559,
0102823013,Cabisocolan,012823013,Bgy,,,,R,744,,795,
0102823014,Canaam,012823014,Bgy,,,,R,773,,795,
0102823015,Columbia,012823015,Bgy,,,,R,764,,821,
0102823016,Dagupan,012823016,Bgy,,,,R,616,,619,
0102823017,Pedro F. Alviar,012823017,Bgy,Diaton,,,R,918,,923,
0102823019,Dipilat,012823019,Bgy,,,,R,1158,,1211,
0102823022,Esperanza,012823022,Bgy,,,,R,328,,389,
0102823023,Ester,012823023,Bgy,,,,R,1541,,1551,
0102823024,Isic Isic,012823024,Bgy,,,,R,1796,,1788,
0102823027,Lubnac,012823027,Bgy,,,,R,1668,,1889,
0102823028,Mabanbanag,012823028,Bgy,,,,R,671,,676,
0102823030,Alejo Malasig,012823030,Bgy,,,,R,1196,,1230,
0102823031,Manarang,012823031,Bgy,,,,R,666,,667,
0102823033,Margaay,012823033,Bgy,,,,R,808,,813,
0102823035,Namoroc,012823035,Bgy,,,,R,799,,832,
0102823038,Malampa,012823038,Bgy,Peninaan-Malampa,,,R,776,,780,
0102823039,Parparoroc,012823039,Bgy,,,,R,1328,,1365,
0102823040,Parut,012823040,Bgy,,,,R,1310,,1433,
0102823047,Salsalamagui,012823047,Bgy,,,,R,1139,,1181,
0102823049,San Jose,012823049,Bgy,Lipay,,,R,835,,839,
0102823050,San Nicolas ,012823050,Bgy,,,,R,1115,,1126,
0102823051,San Pedro ,012823051,Bgy,,,,R,897,,901,
0102823052,San Ramon ,012823052,Bgy,,,,R,1221,,1375,
0102823053,San Roque ,012823053,Bgy,,,,R,1064,,1069,
0102823054,Santa Maria ,012823054,Bgy,,,,R,1033,,1036,
0102823056,Tamdagan,012823056,Bgy,,,,R,1346,,1351,
0102823058,Visaya,012823058,Bgy,,,,R,1083,,1152,
0102900000,Ilocos Sur,012900000,Prov,,,1st,,689668,,706009,
0102901000,Alilem,012901000,Mun,,,4th,,6695,,7361,
0102901001,Alilem Daya ,012901001,Bgy,,,,R,1575,,1684,
0102901002,Amilongan,012901002,Bgy,,,,R,520,,624,
0102901003,Anaao,012901003,Bgy,,,,R,772,,871,
0102901004,Apang,012901004,Bgy,,,,R,489,,455,
0102901005,Apaya,012901005,Bgy,,,,R,531,,598,
0102901006,Batbato,012901006,Bgy,,,,R,502,,566,
0102901010,Daddaay,012901010,Bgy,,,,R,608,,700,
0102901011,Dalawa,012901011,Bgy,,,,R,1241,,1421,
0102901013,Kiat,012901013,Bgy,,,,R,457,,442,
0102902000,Banayoyo,012902000,Mun,,,4th,,7748,,7931,
0102902001,Bagbagotot,012902001,Bgy,,,,R,450,,427,
0102902002,Banbanaal,012902002,Bgy,,,,R,629,,644,
0102902004,Bisangol,012902004,Bgy,,,,R,206,,196,
0102902005,Cadanglaan,012902005,Bgy,,,,R,283,,363,
0102902006,Casilagan Norte,012902006,Bgy,,,,R,551,,586,
0102902007,Casilagan Sur,012902007,Bgy,,,,R,429,,439,
0102902008,Elefante,012902008,Bgy,,,,R,572,,618,
0102902009,Guardia,012902009,Bgy,,,,R,512,,446,
0102902010,Lintic,012902010,Bgy,,,,R,1312,,1328,
0102902011,Lopez,012902011,Bgy,,,,R,422,,435,
0102902012,Montero,012902012,Bgy,,,,R,119,,114,
0102902013,Naguimba,012902013,Bgy,,,,R,960,,1035,
0102902014,Pila,012902014,Bgy,,,,R,201,,202,
0102902015,Poblacion,012902015,Bgy,,,,R,1102,,1098,
0102903000,Bantay,012903000,Mun,,,3rd,,35731,,37118,
0102903001,Aggay,012903001,Bgy,,,,R,733,,764,
0102903002,An-annam,012903002,Bgy,,,,R,1495,,1405,
0102903003,Balaleng,012903003,Bgy,,,,U,2481,,3016,
0102903004,Banaoang,012903004,Bgy,,,,R,458,,451,
0102903005,Bulag,012903005,Bgy,,,,R,2568,,2765,
0102903006,Buquig,012903006,Bgy,,,,R,939,,923,
0102903007,Cabalanggan,012903007,Bgy,,,,U,745,,584,
0102903008,Cabaroan,012903008,Bgy,,,,R,819,,941,
0102903009,Cabusligan,012903009,Bgy,,,,R,720,,785,
0102903010,Capangdanan,012903010,Bgy,,,,R,923,,1005,
0102903011,Guimod,012903011,Bgy,,,,U,1106,,1118,
0102903012,Lingsat,012903012,Bgy,,,,R,1151,,1042,
0102903013,Malingeb,012903013,Bgy,,,,R,1427,,1332,
0102903014,Mira,012903014,Bgy,,,,R,568,,896,
0102903015,Naguiddayan,012903015,Bgy,,,,R,668,,767,
0102903016,Ora,012903016,Bgy,,,,R,2135,,2285,
0102903017,Paing,012903017,Bgy,,,,R,1542,,1625,
0102903018,Puspus,012903018,Bgy,,,,U,534,,453,
0102903019,Quimmarayan,012903019,Bgy,,,,R,577,,583,
0102903020,Sagneb,012903020,Bgy,,,,R,363,,400,
0102903021,Sagpat,012903021,Bgy,,,,R,766,,826,
0102903022,San Mariano,012903022,Bgy,Sallacong,,,R,371,,358,
0102903023,San Isidro,012903023,Bgy,,,,R,841,,983,
0102903024,San Julian,012903024,Bgy,,,,R,961,,972,
0102903026,Sinabaan,012903026,Bgy,,,,U,680,,734,
0102903027,Taguiporo,012903027,Bgy,,,,R,1349,,1376,
0102903028,Taleb,012903028,Bgy,,,,U,1938,,1953,
0102903029,Tay-ac,012903029,Bgy,,,,R,2609,,2595,
0102903030,Barangay 1 ,012903030,Bgy,,,,R,595,,672,
0102903031,Barangay 2 ,012903031,Bgy,,,,R,660,,508,
0102903032,Barangay 3 ,012903032,Bgy,,,,R,920,,1051,
0102903033,Barangay 4 ,012903033,Bgy,,,,U,970,,795,
0102903034,Barangay 5 ,012903034,Bgy,,,,U,690,,664,
0102903035,Barangay 6 ,012903035,Bgy,,,,R,429,,491,
0102904000,Burgos,012904000,Mun,,,4th,,12224,,12793,
0102904001,Ambugat,012904001,Bgy,,,,R,411,,468,
0102904002,Balugang,012904002,Bgy,,,,R,445,,456,
0102904003,Bangbangar,012904003,Bgy,,,,R,289,,297,
0102904005,Bessang,012904005,Bgy,,,,R,437,,453,
0102904006,Cabcaburao,012904006,Bgy,,,,R,501,,552,
0102904007,Cadacad,012904007,Bgy,,,,R,386,,360,
0102904008,Callitong,012904008,Bgy,,,,R,551,,582,
0102904009,Dayanki,012904009,Bgy,,,,R,677,,762,
0102904010,Lesseb,012904010,Bgy,,,,R,147,,142,
0102904011,Lubing,012904011,Bgy,,,,R,436,,473,
0102904012,Lucaban,012904012,Bgy,,,,R,498,,483,
0102904013,Luna,012904013,Bgy,,,,R,1126,,1196,
0102904014,Macaoayan,012904014,Bgy,,,,R,467,,469,
0102904015,Mambug,012904015,Bgy,,,,R,612,,618,
0102904016,Manaboc,012904016,Bgy,,,,R,586,,653,
0102904017,Mapanit,012904017,Bgy,,,,R,264,,266,
0102904018,Poblacion Sur,012904018,Bgy,Masingit,,,R,180,,196,
0102904019,Nagpanaoan,012904019,Bgy,,,,R,384,,413,
0102904020,Dirdirig,012904020,Bgy,Dirdirig-Paday,,,R,955,,946,
0102904022,Paduros,012904022,Bgy,,,,R,688,,717,
0102904023,Patac,012904023,Bgy,,,,R,268,,294,
0102904024,Poblacion Norte,012904024,Bgy,Bato,,,R,339,,360,
0102904026,Sabangan Pinggan,012904026,Bgy,,,,R,385,,346,
0102904027,Subadi Norte,012904027,Bgy,,,,R,410,,442,
0102904028,Subadi Sur,012904028,Bgy,,,,R,167,,161,
0102904029,Taliao,012904029,Bgy,,,,R,615,,688,
0102905000,Cabugao,012905000,Mun,,,1st,,37501,,38884,
0102905001,Alinaay,012905001,Bgy,,,,R,808,,852,
0102905002,Aragan,012905002,Bgy,,,,R,804,,934,
0102905003,Arnap,012905003,Bgy,,,,R,1242,,1310,
0102905004,Baclig ,012905004,Bgy,,,,U,2366,,2446,
0102905005,Bato,012905005,Bgy,,,,R,533,,532,
0102905006,Bonifacio ,012905006,Bgy,,,,U,1372,,1438,
0102905007,Bungro,012905007,Bgy,,,,R,438,,434,
0102905008,Cacadiran,012905008,Bgy,,,,R,915,,1076,
0102905009,Caellayan,012905009,Bgy,,,,R,1067,,1054,
0102905010,Carusipan,012905010,Bgy,,,,R,562,,641,
0102905011,Catucdaan,012905011,Bgy,,,,R,943,,1002,
0102905012,Cuancabal,012905012,Bgy,,,,U,969,,1137,
0102905013,Cuantacla,012905013,Bgy,,,,R,813,,855,
0102905014,Daclapan,012905014,Bgy,,,,R,2280,,2396,
0102905015,Dardarat,012905015,Bgy,,,,R,1606,,1549,
0102905016,Lipit,012905016,Bgy,,,,R,840,,889,
0102905017,Maradodon,012905017,Bgy,,,,R,753,,730,
0102905018,Margaay,012905018,Bgy,,,,R,832,,996,
0102905019,Nagsantaan,012905019,Bgy,,,,R,409,,381,
0102905020,Nagsincaoan,012905020,Bgy,,,,R,426,,418,
0102905021,Namruangan,012905021,Bgy,,,,R,1914,,2015,
0102905022,Pila,012905022,Bgy,,,,R,752,,834,
0102905023,Pug-os,012905023,Bgy,,,,R,1917,,2077,
0102905024,Quezon ,012905024,Bgy,,,,R,2093,,2031,
0102905025,Reppaac,012905025,Bgy,,,,R,364,,295,
0102905026,Rizal ,012905026,Bgy,,,,U,1398,,1226,
0102905027,Sabang,012905027,Bgy,,,,R,1335,,1419,
0102905028,Sagayaden,012905028,Bgy,,,,R,1197,,1256,
0102905029,Salapasap,012905029,Bgy,,,,R,1821,,1848,
0102905030,Salomague,012905030,Bgy,,,,R,1619,,1675,
0102905031,Sisim,012905031,Bgy,,,,R,732,,709,
0102905032,Turod,012905032,Bgy,,,,R,1452,,1479,
0102905033,Turod-Patac,012905033,Bgy,,,,R,929,,950,
0102906000,City of Candon,012906000,City,,CC,4th,,60623,,61432,
0102906001,Allangigan Primero,012906001,Bgy,,,,R,1296,,1202,
0102906002,Allangigan Segundo,012906002,Bgy,,,,R,1109,,1170,
0102906003,Amguid,012906003,Bgy,,,,R,699,,686,
0102906004,Ayudante,012906004,Bgy,,,,U,952,,1123,
0102906005,Bagani Camposanto,012906005,Bgy,,,,U,2125,,2156,
0102906006,Bagani Gabor,012906006,Bgy,,,,R,583,,538,
0102906007,Bagani Tocgo,012906007,Bgy,,,,R,610,,559,
0102906008,Bagani Ubbog,012906008,Bgy,,,,R,1479,,1708,
0102906009,Bagar,012906009,Bgy,,,,R,1327,,1260,
0102906010,Balingaoan,012906010,Bgy,,,,R,1733,,1667,
0102906015,Bugnay,012906015,Bgy,,,,R,816,,759,
0102906016,Calaoaan,012906016,Bgy,,,,R,2572,,2608,
0102906017,Calongbuyan,012906017,Bgy,,,,R,2716,,2889,
0102906018,Caterman,012906018,Bgy,,,,R,2497,,2652,
0102906019,Cubcubboot,012906019,Bgy,,,,R,458,,463,
0102906020,Darapidap,012906020,Bgy,,,,R,3253,,3327,
0102906022,Langlangca Primero,012906022,Bgy,,,,R,668,,635,
0102906023,Langlangca Segundo,012906023,Bgy,,,,R,1230,,1226,
0102906024,Oaig-Daya,012906024,Bgy,,,,U,2119,,2041,
0102906025,Palacapac,012906025,Bgy,,,,R,810,,819,
0102906026,Paras,012906026,Bgy,,,,U,1299,,1471,
0102906027,Parioc Primero,012906027,Bgy,,,,R,1314,,1383,
0102906028,Parioc Segundo,012906028,Bgy,,,,R,1580,,1696,
0102906029,Patpata Primero,012906029,Bgy,,,,R,1130,,1200,
0102906030,Patpata Segundo,012906030,Bgy,,,,R,1665,,1755,
0102906031,Paypayad,012906031,Bgy,,,,R,2402,,2386,
0102906032,Salvador Primero,012906032,Bgy,,,,R,950,,956,
0102906033,Salvador Segundo,012906033,Bgy,,,,R,802,,799,
0102906034,San Agustin,012906034,Bgy,,,,U,1671,,1875,
0102906035,San Andres,012906035,Bgy,,,,R,773,,662,
0102906036,San Antonio ,012906036,Bgy,,,,U,1090,,1006,
0102906037,San Isidro ,012906037,Bgy,,,,U,2028,,1833,
0102906038,San Jose ,012906038,Bgy,,,,U,2044,,1811,
0102906039,San Juan ,012906039,Bgy,,,,U,865,,731,
0102906040,San Nicolas,012906040,Bgy,,,,U,2651,,2690,
0102906041,San Pedro,012906041,Bgy,,,,R,721,,717,
0102906042,Santo Tomas,012906042,Bgy,,,,R,724,,635,
0102906043,Tablac,012906043,Bgy,,,,U,3151,,3562,
0102906044,Talogtog,012906044,Bgy,,,,R,1920,,1992,
0102906045,Tamurong Primero,012906045,Bgy,,,,R,1420,,1392,
0102906046,Tamurong Segundo,012906046,Bgy,,,,R,924,,900,
0102906048,Villarica,012906048,Bgy,,,,R,447,,492,
0102907000,Caoayan,012907000,Mun,,,4th,,19861,,19574,
0102907001,Anonang Mayor,012907001,Bgy,,,,R,1061,,958,
0102907002,Anonang Menor,012907002,Bgy,,,,R,876,,1099,
0102907003,Baggoc,012907003,Bgy,,,,R,749,,775,
0102907004,Callaguip,012907004,Bgy,,,,R,994,,942,
0102907005,Caparacadan,012907005,Bgy,,,,R,376,,335,
0102907006,Fuerte,012907006,Bgy,,,,R,2711,,2675,
0102907007,Manangat,012907007,Bgy,,,,R,1038,,978,
0102907008,Naguilian,012907008,Bgy,,,,R,1432,,1238,
0102907009,Nansuagao,012907009,Bgy,,,,R,770,,863,
0102907010,Pandan,012907010,Bgy,,,,R,1291,,1229,
0102907011,Pantay-Quitiquit,012907011,Bgy,,,,R,422,,432,
0102907012,Don Dimas Querubin ,012907012,Bgy,,,,R,1005,,1155,
0102907013,Puro,012907013,Bgy,,,,R,1227,,1106,
0102907014,Pantay Tamurong,012907014,Bgy,,,,R,2020,,1914,
0102907015,Villamar,012907015,Bgy,,,,R,1585,,1771,
0102907016,Don Alejandro Quirolgico ,012907016,Bgy,,,,R,1268,,1163,
0102907017,Don Lorenzo Querubin ,012907017,Bgy,,,,R,1036,,941,
0102908000,Cervantes,012908000,Mun,,,4th,,17211,,19449,
0102908001,Aluling,012908001,Bgy,,,,R,1286,,1409,
0102908002,Comillas North,012908002,Bgy,,,,R,1870,,2333,
0102908003,Comillas South,012908003,Bgy,,,,R,1834,,2154,
0102908004,Concepcion ,012908004,Bgy,,,,R,1791,,2041,
0102908005,Dinwede East,012908005,Bgy,,,,R,564,,739,
0102908006,Dinwede West,012908006,Bgy,,,,R,686,,827,
0102908007,Libang,012908007,Bgy,,,,R,1003,,1044,
0102908010,Pilipil,012908010,Bgy,,,,R,406,,493,
0102908013,Remedios,012908013,Bgy,,,,R,1070,,1141,
0102908014,Rosario ,012908014,Bgy,,,,R,2115,,2344,
0102908015,San Juan,012908015,Bgy,,,,R,2004,,2148,
0102908016,San Luis,012908016,Bgy,,,,R,900,,918,
0102908017,Malaya,012908017,Bgy,,,,R,1682,,1858,
0102909000,Galimuyod,012909000,Mun,,,4th,,10748,,10244,
0102909001,Abaya,012909001,Bgy,,,,R,311,,281,
0102909002,Baracbac,012909002,Bgy,,,,R,293,,314,
0102909003,Bidbiday,012909003,Bgy,,,,R,831,,815,
0102909004,Bitong,012909004,Bgy,,,,R,214,,198,
0102909005,Borobor,012909005,Bgy,,,,R,279,,308,
0102909006,Calimugtong,012909006,Bgy,,,,R,507,,471,
0102909007,Calongbuyan,012909007,Bgy,,,,R,639,,530,
0102909008,Calumbaya,012909008,Bgy,,,,R,289,,265,
0102909009,Daldagan,012909009,Bgy,,,,R,428,,446,
0102909010,Kilang,012909010,Bgy,,,,R,205,,215,
0102909011,Legaspi,012909011,Bgy,,,,R,355,,338,
0102909012,Mabayag,012909012,Bgy,,,,R,357,,323,
0102909013,Matanubong,012909013,Bgy,,,,R,206,,156,
0102909014,Mckinley,012909014,Bgy,,,,R,572,,518,
0102909015,Nagsingcaoan,012909015,Bgy,,,,R,292,,354,
0102909016,Oaig-Daya,012909016,Bgy,,,,R,316,,279,
0102909017,Pagangpang,012909017,Bgy,,,,R,504,,432,
0102909018,Patac,012909018,Bgy,,,,R,1433,,1370,
0102909019,Poblacion,012909019,Bgy,,,,R,536,,461,
0102909020,Rubio,012909020,Bgy,,,,R,658,,664,
0102909021,Sabangan-Bato,012909021,Bgy,,,,R,524,,551,
0102909022,Sacaang,012909022,Bgy,,,,R,403,,434,
0102909023,San Vicente,012909023,Bgy,,,,R,253,,226,
0102909024,Sapang,012909024,Bgy,,,,R,343,,295,
0102910000,Gregorio del Pilar,012910000,Mun,Concepcion,,5th,,4875,,4472,
0102910001,Alfonso,012910001,Bgy,Tangaoan,,,R,958,,997,
0102910002,Bussot,012910002,Bgy,,,,R,529,,452,
0102910003,Concepcion,012910003,Bgy,,,,R,825,,747,
0102910004,Dapdappig,012910004,Bgy,,,,R,536,,546,
0102910005,Matue-Butarag,012910005,Bgy,,,,R,771,,687,
0102910007,Poblacion Norte,012910007,Bgy,,,,R,616,,560,
0102910008,Poblacion Sur,012910008,Bgy,,,,R,640,,483,
0102911000,Lidlidda,012911000,Mun,,,5th,,4647,,4705,
0102911001,Banucal,012911001,Bgy,,,,R,705,,676,
0102911002,Bequi-Walin,012911002,Bgy,,,,R,550,,555,
0102911003,Bugui,012911003,Bgy,,,,R,273,,239,
0102911004,Calungbuyan,012911004,Bgy,,,,R,224,,235,
